gege be ,	nv::nv cm::acc mark::comma
gida ha tana nicuhe aika jaka bi ci tucibu fi bu ∅ ,	verb::vv e::pst.ptcp nv::nv nv::nv nv::nv nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::fve.imperative mark::comma
lii_diyan_kui i funde jeku tuwa me juwe kini ,	nn::prpn cm::gen nv::nv nv::nv verb::vv e::cve verb::vv e::fve.opt mark::comma
nikan beidesi jakūn ,	nv::nv nv::nv nv::nv mark::comma
han hendu me ,	nv::nv verb::vv e::cve mark::comma
juwe morin i hadala i cilburi jafa fi te he be ,	nv::nv nv::nv cm::gen nv::nv cm::gen nv::nv verb::vv e::cve verb::vv e::pst.ptcp cm::acc mark::comma
gosi re doro be ume lashala ra ,	verb::vv e::npst.ptcp nv::nv cm::acc nv::nv verb::vv e::npst.ptcp mark::comma
du_jy_hūi_ciyanši cingdehe i jui ahai ,	nv::nv nn::prpn.person cm::gen nv::nv nn::prpn.person mark::comma
muse i cooha i niyalma de hūdukan bodo me bu ∅ .	nv::nv cm::gen nv::nv cm::gen nv::nv cm::dat nv::adj verb::vv e::cve verb::vv e::fve.imperative mark::period
emu dangse be jakūn dangse ara ∅ ,	nv::nv nv::nv cm::acc nv::nv nv::nv verb::vv e::fve.imperative mark::comma
dung_ging hecen i šurde me arfa muji juwen gai fi bu ∅ ,	nn::prpn nv::nv cm::gen verb::vv e::cve nv::nv nv::nv nv::nv verb::vv e::cve verb::vv e::fve.imperative mark::comma
han i tacibu ha tondo fafun be jurce rakū banji ci ,	nv::nv cm::gen verb::vv e::pst.ptcp nv::adj nv::nv cm::acc verb::vv e::npst.ptcp.neg verb::vv e::cve mark::comma
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn::1sg cm::gen nv::nv nv::nv nv::nv verb::vv e::cve nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::fve.opt mark::period
juwan duin de unggi he ,	nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
nikan i cooha hanci ji hekū amasi bedere he ,	nv::nv cm::gen nv::nv nv::adj verb::vv e::pst.ptcp.neg nv::nv verb::vv e::pst.ptcp mark::comma
hada yehe i beile se gemu men i gucu be saikan uji rakū ,	nn::prpn.plc nv::nv cm::gen nv::nv nv::nv nv::nv pn::1pl.excl cm::gen nv::nv cm::acc nv::adj verb::vv e::npst.ptcp.neg mark::comma
beile se de ala ha ,	nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
afabu ha weile be mute mbi ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::comma
○ tofohon de ,	mark::circle nv::nv cm::dat mark::comma
sunjacin_bayan ,	nn::prpn mark::comma
enggeder_efu be fude re doro i ojin ,	nn::prpn cm::acc verb::vv e::npst.ptcp nv::nv cm::gen nv::nv mark::comma
tongki fuka sinda ha hergen i dangse .	nv::nv nv::nv verb::vv e::pst.ptcp nv::nv cm::gen nv::nv mark::period
tere cooha de karun i ejen jerde ujula fi amasi dosi fi ,	nv::nv nv::nv cm::dat nv::nv cm::gen nv::nv nv::adj verb::vv e::cve nv::nv verb::vv e::cve mark::comma
ninggun biya i orin ilan de lio_fujiyang de unggi he .	nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat nn::prpn cm::dat verb::vv e::pst.ptcp mark::period
liyoodung ,	nn::prpn.plc mark::comma
niyalma guwe hekū niyalma de menggun i weile kemuni waliya mbi .	nv::nv verb::vv e::pst.ptcp.neg nv::nv cm::dat nv::nv cm::gen nv::nv nv::nv verb::vv e::fve.npst mark::period
beile se amban sa i gisun be eje rakū onggo fi ,	nv::nv nv::nv nv::nv nv::nv cm::gen nv::nv cm::acc verb::vv e::npst.ptcp.neg verb::vv e::cve mark::comma
○ juwan nadan de ,	mark::circle nv::nv nv::nv cm::dat mark::comma
uji rakū wa mbi se ci bi ebu fi aina mbi ,	verb::vv e::npst.ptcp.neg verb::vv e::fve.npst verb::vv e::cve pn::1sg verb::vv e::cve verb::vv e::fve.npst mark::comma
jori ha jurgan be jurce rakū seme beiguwan obu ha .	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::npst.ptcp.neg comp nv::nv verb::vv e::pst.ptcp mark::period
tere amga ra be ,	nv::nv verb::vv e::npst.ptcp cm::acc mark::comma
alin i ninggu ci wasihūn gida me gene re de ,	nv::nv cm::gen nv::nv cm::abl nv::nv verb::vv e::cve verb::vv e::npst.ptcp cm::dat mark::comma
buya niyalma suwe ainu gercile rakū ,	nv::adj nv::nv pn::2pl nv::nv verb::vv e::npst.ptcp.neg mark::comma
daha ha niyalma banji mbi ,	verb::vv e::pst.ptcp nv::nv verb::vv e::fve.npst mark::comma
sin de salibu ha gurun adun ,	pn::2sg cm::dat verb::vv e::pst.ptcp nv::nv nv::nv mark::comma
baduri be ,	nn::prpn.person cm::acc mark::comma
han hendu me ,	nv::nv verb::vv e::cve mark::comma
tongki fuka sinda ha hergen i dangse .	nv::nv nv::nv verb::vv e::pst.ptcp nv::nv cm::gen nv::nv mark::period
○ jakūn iogi ,	mark::circle nv::nv nv::nv mark::comma
emu juwe niyalma uthai ume ala ra ,	nv::nv nv::nv nv::nv nv::nv nv::nv verb::vv e::npst.ptcp mark::comma
gisun encu gojime ,	nv::nv nv::nv nv::nv mark::comma
suwen i nikan i han ,	pn::2pl cm::gen nv::nv cm::gen nv::nv mark::comma
tuttu o fi kobtolo ∅ se hebi .	nv::nv verb::vv e::cve verb::vv e::fve.imperative verb::vv e::fve.prs.prf mark::period
uhereme jakūnju emu ,	nv::nv nv::nv nv::nv mark::comma
ere duin seme bithe wesimbu re jaka de ,	nv::nv nv::nv comp nv::nv verb::vv e::npst.ptcp nv::nv cm::dat mark::comma
ama mafa i susu banji ha ba be waliya fi ,	nv::nv nv::nv cm::gen nv::nv verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::cve mark::comma
bu re šang ni dabala ,	verb::vv e::npst.ptcp nv::nv cm::gen ptcl mark::comma
ai sain seme gūni fi aca habi kai ,	nv::nv nv::adj comp verb::vv e::cve verb::vv e::fve.prs.prf ptcl mark::comma
haha be waha de ,	nv::nv cm::acc nv::nv cm::dat mark::comma
ere gisun be jurce ci ,	nv::nv nv::nv cm::acc verb::vv e::cve mark::comma
suwen i tuba de baha ha olji ,	pn::2pl cm::gen nv::nv cm::dat verb::vv e::pst.ptcp nv::nv mark::comma
sunja amban de unggi he bithe i gisun ,	nv::nv nv::nv cm::dat verb::vv e::pst.ptcp nv::nv cm::gen nv::nv mark::comma
hoifa de emu feye baha ha seme sunjata yan i weile waliya mbi .	nn::prpn.plc cm::dat nv::nv nv::nv verb::vv e::pst.ptcp comp nv::nv nv::nv cm::gen nv::nv verb::vv e::fve.npst mark::period
aita fujiyang ,	nn::prpn.person nv::nv mark::comma
iogi tsanjiyang fakca hakū seme wesihun han de ala ∅ ,	nv::nv nv::nv verb::vv e::pst.ptcp.neg comp nv::nv nv::nv cm::dat verb::vv e::fve.imperative mark::comma
baitala ra aika jaka be ,	verb::vv e::npst.ptcp nv::nv nv::nv cm::acc mark::comma
jalan goro yabu fi koro baha rahū ,	nv::nv nv::nv verb::vv e::cve nv::nv verb::vv e::fve.prv mark::comma
gūwa niru i ba de yabubu ha de ,	nv::nv nv::nv cm::gen nv::nv cm::dat verb::vv e::pst.ptcp cm::dat mark::comma
giya_jing ni dehi duici aniya nadan biya i orin sunja de baha ha ,	nn::prpn cm::gen nv::nv nv::nv nv::nv nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
afabu ha weile be mute mbi ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::comma
juwan niyalma be muke ci gai fi benji me ,	nv::nv nv::nv cm::acc nv::nv cm::abl verb::vv e::cve verb::vv e::cve mark::comma
musi ambula arabu ∅ ,	nv::nv nv::nv verb::vv e::fve.imperative mark::comma
usitai niru i conoi janggin i juwan yan i gung faita ha .	nn::prpn.person nv::nv cm::gen nn::prpn.person nv::nv cm::gen nv::nv nv::nv cm::gen nv::nv verb::vv e::pst.ptcp mark::period
guwangning ,	nn::prpn.plc mark::comma
tere lefu aidagan be wa me mute rakū turibu he de ,	nv::nv nv::nv nv::nv cm::acc verb::vv e::cve verb::vv e::npst.ptcp.neg verb::vv e::pst.ptcp cm::dat mark::comma
jafabu ha ,	verb::vv e::pst.ptcp mark::comma
uji he ejen gida fi jai tere alban i ihan be ai de baitala mbi ,	verb::vv e::pst.ptcp nv::nv verb::vv e::cve nv::nv nv::nv nv::nv cm::gen nv::nv cm::acc nv::nv cm::dat verb::vv e::fve.npst mark::comma
te lioi_šūn_keo be gai fi ,	nv::nv nn::prpn cm::acc verb::vv e::cve mark::comma
tuweri gene fi gai ki seme gisure ci ,	nv::nv verb::vv e::cve verb::vv e::fve.opt comp verb::vv e::cve mark::comma
uju jergi iogi de ninggute honin ,	nv::nv nv::nv nv::nv cm::dat nv::nv nv::nv mark::comma
ere yordo ho gebu be buce ci ,	nv::nv verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::cve mark::comma
bi ere be hairanda ra ngge waka ,	pn::1sg nv::nv cm::acc verb::vv e::npst.ptcp nmlz::nmlz nv::adj mark::comma
jeng_an_pu i boigon be dali me gene he .	nn::prpn cm::gen nv::nv cm::acc verb::vv e::cve verb::vv e::pst.ptcp mark::period
guwangning de anafu tene he amban sa be hala me gene he .	nn::prpn.plc cm::dat nv::nv verb::vv e::pst.ptcp nv::nv nv::nv cm::acc verb::vv e::cve verb::vv e::pst.ptcp mark::period
suwen be waliya fi dosi gene he seme ,	pn::2pl cm::acc verb::vv e::cve nv::nv verb::vv e::pst.ptcp comp mark::comma
aikabade akū ayoo seme niyalma takūra fi baica fi ,	nv::nv nv::adj nv::nv comp nv::nv verb::vv e::cve verb::vv e::cve mark::comma
wargi duka de afa ha hashū ergi duin gūsa i cooha ,	nv::nv nv::nv cm::dat verb::vv e::pst.ptcp nv::nv nv::nv nv::nv nv::nv cm::gen nv::nv mark::comma
nikasa be ,	nv::nv cm::acc mark::comma
benji he sain ,	verb::vv e::pst.ptcp nv::adj mark::comma
hahasi be sinda fi meni meni usin weile ∅ seme unggi he .	nv::nv cm::acc verb::vv e::cve nv::nv nv::nv nv::nv verb::vv e::fve.imperative comp verb::vv e::pst.ptcp mark::period
juwe tanggū orin ulgiyan gaji fi ,	nv::nv nv::nv nv::nv nv::nv verb::vv e::cve mark::comma
juwe tanggū uksin ,	nv::nv nv::nv nv::nv mark::comma
tere gisun de dosi re ngge ajige jui se o ,	nv::nv nv::nv cm::dat verb::vv e::npst.ptcp nmlz::nmlz nv::adj nv::nv nv::nv ptcl mark::comma
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn::1sg cm::gen nv::nv nv::nv nv::nv verb::vv e::cve nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::fve.opt mark::period
asidarhan ,	nn::prpn.person mark::comma
dulin be gene he cooha i niyalma de bu he ,	nv::adj cm::acc verb::vv e::pst.ptcp nv::nv cm::gen nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
gene he cooha tuilatu de isina ha ngge be dobori amca fi bederebu fi ,	verb::vv e::pst.ptcp nv::nv nn::prpn.plc cm::dat verb::vv e::pst.ptcp nmlz::nmlz cm::acc nv::nv verb::vv e::cve verb::vv e::cve mark::comma
sohon coko aniya juwe biya de ,	nv::adj nv::nv nv::nv nv::nv nv::nv cm::dat mark::comma
sin i emu eme de banji ha juwe jui be doro jafabu fi ,	pn::2sg cm::gen nv::nv nv::nv cm::dat verb::vv e::pst.ptcp nv::nv nv::nv cm::acc nv::nv verb::vv e::cve mark::comma
○ uju mukūn i juwan emuci tatan ,	mark::circle nv::nv nv::nv cm::gen nv::nv nv::nv nv::nv mark::comma
poo miyoocan ,	nv::nv nv::nv mark::comma
han be okdo me amba_hoton gebungge ba de aca ha ,	nv::nv cm::acc verb::vv e::cve nn::prpn nv::adj nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
○ jaisa be ,	mark::circle nn::prpn.person cm::acc mark::comma
dule ke julge i niyalma kai ,	verb::vv e::pst.ptcp nv::nv cm::gen nv::nv ptcl mark::comma
ihan be afabu me bu he jušen nikan i gebu be ara fi bu ∅ ,	nv::nv cm::acc verb::vv e::cve verb::vv e::pst.ptcp nv::nv nv::nv cm::gen nv::nv cm::acc verb::vv e::cve verb::vv e::fve.imperative mark::comma
cooha be geren seme ,	nv::nv cm::acc nv::adj comp mark::comma
jakūmu de bele okdo me benji ∅ .	nn::prpn.plc cm::dat nv::nv verb::vv e::cve verb::vv e::fve.imperative mark::period
wehe i bithe be jase i jaka de ba ba de ilibu me ,	nv::nv cm::gen nv::nv cm::acc nv::nv cm::gen nv::nv cm::dat nv::nv nv::nv cm::dat verb::vv e::cve mark::comma
ere orin ilan boigon be yoo_jeo de tebu he .	nv::nv nv::nv nv::nv nv::nv cm::acc nn::prpn cm::dat verb::vv e::pst.ptcp mark::period
monggo jaisai_beile i beye ,	nv::nv nn::prpn cm::gen nv::nv mark::comma
dergi_mederi de dabsun fuifu me gana fi ,	nn::prpn cm::dat nv::nv verb::vv e::cve verb::vv e::cve mark::comma
juwan ninggun de ,	nv::nv nv::nv cm::dat mark::comma
wan_lii i orin emuci aniya uyun biya i orin ilan de baha ha ,	nn::prpn cm::gen nv::nv nv::nv nv::nv nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
gucu jide re niyalma be wa fi uka me gene fi ,	nv::nv verb::vv e::npst.ptcp nv::nv cm::acc verb::vv e::cve verb::vv e::cve verb::vv e::cve mark::comma
○ ice duin de ,	mark::circle nv::adj nv::nv cm::dat mark::comma
ice_hecen i jao_iogi alanji me ,	nn::prpn cm::gen nn::prpn verb::vv e::cve mark::comma
du_tang ni hergen be efule ∅ ,	nv::nv cm::gen nv::nv cm::acc verb::vv e::fve.imperative mark::comma
nikan i cooha olji dende nggele ji he bi ci ,	nv::nv cm::gen nv::nv nv::nv verb::vv e::cve verb::vv e::pst.ptcp verb::vv e::cve mark::comma
ninggun etuku gai habi seme gercile me ji he bi he ,	nv::nv nv::nv verb::vv e::fve.prs.prf comp verb::vv e::cve verb::vv e::pst.ptcp verb::vv e::pst.ptcp mark::comma
isina fi ,	verb::vv e::cve mark::comma
loo de horibu fi weile baha fi bi he niyalma o ci ,	nv::nv cm::dat verb::vv e::cve nv::nv verb::vv e::cve verb::vv e::pst.ptcp nv::nv verb::vv e::cve mark::comma
gemu mujangga seme akdula me hendu he ,	nv::nv nv::adj comp verb::vv e::cve verb::vv e::pst.ptcp mark::comma
ilaci jergi iogi obu ha ,	nv::nv nv::nv nv::nv verb::vv e::pst.ptcp mark::comma
cooha i niyalma ,	nv::nv cm::gen nv::nv mark::comma
hūwašan de ,	nv::nv cm::dat mark::comma
akū yargiyan o ci nakabu kini ,	nv::adj nv::adj verb::vv e::cve verb::vv e::fve.opt mark::comma
jai gabta me bahana ra nadan niyalma de gida jafabu ∅ ,	nv::nv verb::vv e::cve verb::vv e::npst.ptcp nv::nv nv::nv cm::dat nv::nv verb::vv e::fve.imperative mark::comma
tuttu suwen i ehe be daha me šajin i gama ci ,	nv::nv pn::2pl cm::gen nv::adj cm::acc verb::vv e::cve nv::nv cm::gen verb::vv e::cve mark::comma
šusai ,	nv::nv mark::comma
ulha be uji me ,	nv::nv cm::acc verb::vv e::cve mark::comma
sunja amban hebde fi han de ala ha ,	nv::nv nv::nv verb::vv e::cve nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
aisin were ki ,	nv::nv verb::vv e::fve.opt mark::comma
fafun cira ,	nv::nv nv::nv mark::comma
tuttu unggi rakū somi fi bi fi donji ha de ,	nv::nv verb::vv e::npst.ptcp.neg verb::vv e::cve verb::vv e::cve verb::vv e::pst.ptcp cm::dat mark::comma
silun i dahū emte ,	nv::nv cm::gen nv::nv nv::nv mark::comma
suwe ainu da mbi seme han de ala ra jaka de ,	pn::2pl nv::nv verb::vv e::fve.npst comp nv::nv cm::dat verb::vv e::npst.ptcp nv::nv cm::dat mark::comma
sihan ,	nv::nv mark::comma
tuba de ume wa ra .	nv::nv cm::dat nv::nv verb::vv e::npst.ptcp mark::period
juwe honin wa me sarila me fude fi ,	nv::nv nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::cve mark::comma
lumbai ,	nn::prpn.person mark::comma
anggara fujiyang ,	nn::prpn.person nv::nv mark::comma
g'ao_ping de dedu he ,	nn::prpn cm::dat verb::vv e::pst.ptcp mark::comma
wan_lii i nadaci aniya ninggun biya i juwan juwe de baha ha ,	nn::prpn cm::gen nv::nv nv::nv nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat verb::vv e::pst.ptcp mark::comma
gvlmahūn i jaka de te kini ,	nv::nv cm::gen nv::nv cm::dat verb::vv e::fve.opt mark::comma
tere sinda ha amban sa i gebu ,	nv::nv verb::vv e::pst.ptcp nv::nv nv::nv cm::gen nv::nv mark::comma
ihan juwan juwe ,	nv::nv nv::nv nv::nv mark::comma
wa ra weile o ci suwaliya me wa mbi ,	verb::vv e::npst.ptcp nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::fve.npst mark::comma
šun yamji ha ,	nv::nv verb::vv e::pst.ptcp mark::comma
atanggi bi cibe han donji mbi dere ,	nv::nv verb::vv e::cve nv::nv verb::vv e::fve.npst ptcl mark::comma
wa ki ,	verb::vv e::fve.opt mark::comma
hūwašan ,	nv::nv mark::comma
manggūltai_beile i beye ,	nn::prpn cm::gen nv::nv mark::comma
ciyandzung dende me gai ∅ ,	nv::nv verb::vv e::cve verb::vv e::fve.imperative mark::comma
giyang ni bira i gargan de ,	nv::nv cm::gen nv::nv cm::gen nv::nv cm::dat mark::comma
○ sung_šan_pu de ,	mark::circle nn::prpn cm::dat mark::comma
abka min be wakala rahū seme icihiya ra ngge ere inu ,	nv::nv pn::1sg cm::acc verb::vv e::fve.prv comp verb::vv e::npst.ptcp nmlz::nmlz nv::nv nv::nv mark::comma
te he niyalma ,	verb::vv e::pst.ptcp nv::nv mark::comma
juwe jergi buce re weile be guwebu mbi .	nv::nv nv::nv verb::vv e::npst.ptcp nv::nv cm::acc verb::vv e::fve.npst mark::period
ilaci jergi de jajuhū ,	nv::nv nv::nv cm::dat nn::prpn.person mark::comma
cilin i ergi de anafu te me gene he ,	nv::nv cm::gen nv::nv cm::dat nv::nv verb::vv e::cve verb::vv e::pst.ptcp mark::comma
gene he cooha i niyalma ajige ajige wa habi ,	verb::vv e::pst.ptcp nv::nv cm::gen nv::nv nv::adj nv::adj verb::vv e::fve.prs.prf mark::comma
sahaliyan ,	nv::adj mark::comma
juwan honin i yali benji he .	nv::nv nv::nv cm::gen nv::nv verb::vv e::pst.ptcp mark::period
men i sunja tatan i amban asihan beile se geren taiji sa ,	pn::1pl.excl cm::gen nv::nv nv::nv cm::gen nv::nv nv::adj nv::nv nv::nv nv::adj nv::nv nv::nv mark::comma
han de nangnuk i elcin emu ihan gaji me ji he bi he ,	nv::nv cm::dat nn::prpn.person cm::gen nv::nv nv::nv nv::nv verb::vv e::cve verb::vv e::pst.ptcp verb::vv e::pst.ptcp mark::comma
juwan niyalma i gai fi yabu re juwan inenggi deiji re yaha ,	nv::nv nv::nv cm::gen verb::vv e::cve verb::vv e::npst.ptcp nv::nv nv::nv verb::vv e::npst.ptcp nv::nv mark::comma
orin juwe de amasi bošo fi unggi me ,	nv::nv nv::nv cm::dat nv::nv verb::vv e::cve verb::vv e::cve mark::comma
emu mao_wen_lung ni turgun de efuje mbi o ,	nv::nv nn::prpn cm::gen nv::nv cm::dat verb::vv e::fve.npst ptcl mark::comma
ehe sain be dere bani rakū ,	nv::adj nv::adj cm::acc nv::nv verb::vv e::npst.ptcp.neg mark::comma
bai me ji he gung ,	verb::vv e::cve verb::vv e::pst.ptcp nv::nv mark::comma
saina acan ben_teo_wei i du_jy_hūi_ciyanši sitehe i jui hara_babai ,	nn::prpn.person nv::nv nn::prpn cm::gen nv::nv nn::prpn.person cm::gen nv::nv nn::prpn mark::comma
hebeše re beile se ,	verb::vv e::npst.ptcp nv::nv nv::nv mark::comma
eigen i loho be jafa fi juleri tafa fi ,	nv::nv cm::gen nv::nv cm::acc verb::vv e::cve nv::nv verb::vv e::cve mark::comma
cahar i aohan i monggo juwan yafahan ninggun morin i niyalma ,	nn::prpn.plc cm::gen nn::prpn.plc cm::gen nv::nv nv::nv nv::adj nv::nv nv::nv cm::gen nv::nv mark::comma
min i kadala ra emu jalan i sunja niru i cooha be fujiyang ci fakca rakū ,	pn::1sg cm::gen verb::vv e::npst.ptcp nv::nv nv::nv cm::gen nv::nv nv::nv cm::gen nv::nv cm::acc nv::nv cm::abl verb::vv e::npst.ptcp.neg mark::comma
sahaliyan indahūn aniya i jakūn biya i juwan uyun de ,	nv::adj nv::nv nv::nv cm::gen nv::nv nv::nv cm::gen nv::nv nv::nv cm::dat mark::comma
kalka ,	nv::nv mark::comma
cooha jura ka ,	nv::nv verb::vv e::pst.ptcp mark::comma
han ,	nv::nv mark::comma
yaya niyalma i baru tuci ci ,	nv::nv nv::nv cm::gen nv::nv verb::vv e::cve mark::comma
unca ra niyalma gemu tere pu de uncana kini ,	verb::vv e::npst.ptcp nv::nv nv::nv nv::nv nv::nv cm::dat verb::vv e::fve.opt mark::comma
emu niru i ilata niyalma be ,	nv::nv nv::nv cm::gen nv::nv nv::nv cm::acc mark::comma
ula de morin emu feye gidalabu ha seme ,	nv::nv cm::dat nv::nv nv::nv nv::nv verb::vv e::pst.ptcp comp mark::comma
poo ,	nv::nv mark::comma
lenggeri ,	nv::nv mark::comma
alanji rakū ainu waji mbi ,	verb::vv e::npst.ptcp.neg nv::nv verb::vv e::fve.npst mark::comma
andala ilan ba i cooha be gemu gida ha ,	nv::nv nv::nv nv::nv cm::gen nv::nv cm::acc nv::nv verb::vv e::pst.ptcp mark::comma
toktoi ,	nn::prpn.person mark::comma
eihen yalubu fi ,	nv::nv verb::vv e::cve mark::comma
uju niyalma de ilan yan ,	nv::nv nv::nv cm::dat nv::nv nv::nv mark::comma
suwen i ciha i icihiya ∅ ,	pn::2pl cm::gen nv::nv cm::gen verb::vv e::fve.imperative mark::comma
niowanggiyaha de jugūn dasa me gene fi isinji ha .	nn::prpn.plc cm::dat nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::pst.ptcp mark::period
dailiyoo i tiyan_dzo_han be weihun jafa fi ,	nn::prpn.plc cm::gen nn::prpn cm::acc nv::adj verb::vv e::cve mark::comma
ingtori emu fan benji he .	nv::nv nv::nv nv::nv verb::vv e::pst.ptcp mark::period
toolai ,	nn::prpn.person mark::comma
darhan_hiya juwe minggan cooha gai fi ,	nn::prpn nv::nv nv::nv nv::nv verb::vv e::cve mark::comma
mu_cang_i_pu i šulhe moo jakūnju duin ,	nn::prpn cm::gen nv::nv nv::nv nv::nv nv::nv mark::comma
juse omosi jalan hala me gosi re doro be ume lashala ra .	nv::nv nv::nv nv::nv verb::vv e::cve verb::vv e::npst.ptcp nv::nv cm::acc nv::nv verb::vv e::npst.ptcp mark::period
han de geren fujisa hengkile me aca ha ,	nv::nv cm::dat nv::adj nv::nv verb::vv e::cve verb::vv e::pst.ptcp mark::comma
duici jergi de tofohoto ,	nv::nv nv::nv cm::dat nv::nv mark::comma
jori ha jurgan be jurce rakū seme ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::npst.ptcp.neg comp mark::comma
morin i dele jafa fi saci me wa ha ,	nv::nv cm::gen nv::nv verb::vv e::cve verb::vv e::cve verb::vv e::pst.ptcp mark::comma
doo fi ,	verb::vv e::cve mark::comma
jori ha jurgan be jurce rakū seme ,	verb::vv e::pst.ptcp nv::nv cm::acc verb::vv e::npst.ptcp.neg comp mark::comma
han i afabu ha jurgan be ,	nv::nv cm::gen verb::vv e::pst.ptcp nv::nv cm::acc mark::comma
busan dzung_bing_guwan ,	nn::prpn.person nv::nv mark::comma
šoto_taiji ,	nn::prpn mark::comma
gida i toko ro ,	nv::nv cm::gen verb::vv e::npst.ptcp mark::comma
nikan i hacin hacin i efi re niyalma be gaji fi efibu me ,	nv::nv cm::gen nv::nv nv::nv cm::gen verb::vv e::npst.ptcp nv::nv cm::acc verb::vv e::cve verb::vv e::cve mark::comma
jai coko ulhūma ,	nv::nv nv::nv nv::nv mark::comma
gurun jobo mbi seme ,	nv::nv verb::vv e::fve.npst comp mark::comma
ahūtu be ,	nn::prpn.person cm::acc mark::comma
sele_age be beiguwan i hergen be efule fi ,	nn::prpn cm::acc nv::nv cm::gen nv::nv cm::acc verb::vv e::cve mark::comma
